RectMTF_v186_EURUSD_20230221_133400_225773562_BE
Generado con EA_RectanguloMTF_v1.8.7
Timestamp;TradeNum;Ticket;TradeType;Event;ProfitPips;BEThreshold;StopLevel;SpreadPips;EntryPrice;SLPlaced;SLDistEntry;Notes
2023.03.22 14:00;7;7;BUY;BE_PENDING;1.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:00;7;7;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:01;7;7;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:02;7;7;BUY;BE_PENDING;2.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:02;7;7;BUY;BE_PENDING;3.30;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:07;7;7;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:07;7;7;BUY;BE_PENDING;3.30;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:07;7;7;BUY;BE_PENDING;3.90;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:08;7;7;BUY;BE_PENDING;3.40;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:08;7;7;BUY;BE_PENDING;3.90;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:08;7;7;BUY;BE_PENDING;4.40;4.5;;;;;;Profit bajo umbral BE
2023.03.22 14:09;7;7;BUY;BE_ACTIVATED;4.60;4.5;3;0.2;1.07943;1.07903;4.0;OK
2023.03.22 14:32;7;7;BUY;TRADE_CLOSED;-4700.00;4.5;;;1.07943;1.07903;;BE activado en 4.60 pips
2023.03.22 15:05;8;8;BUY;TRADE_OPENED;0;4.5;0;0.2;1.07824;;3.3;SL=3.3 pips de entry
2023.03.22 15:05;8;8;BUY;BE_PENDING;0.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:07;8;8;BUY;BE_PENDING;0.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:08;8;8;BUY;BE_PENDING;1.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:08;8;8;BUY;BE_PENDING;0.50;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:10;8;8;BUY;BE_PENDING;1.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:11;8;8;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:11;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:11;8;8;BUY;BE_PENDING;2.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:11;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:12;8;8;BUY;BE_PENDING;2.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:12;8;8;BUY;BE_PENDING;2.10;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:13;8;8;BUY;BE_PENDING;1.50;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:13;8;8;BUY;BE_PENDING;0.70;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:13;8;8;BUY;BE_PENDING;1.40;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:13;8;8;BUY;BE_PENDING;2.00;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:14;8;8;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:14;8;8;BUY;BE_PENDING;3.50;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:14;8;8;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.03.22 15:14;8;8;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
